Names,Website,Introduction,Phone Number,Address,Review Count,Average Review Count,Store Shopping,In Store Pickup,Delivery,Type,Opens At
Surya Construction,suryaconstructionsblr.com,None Found,9980848558,"Chikkagubbi Village, Bengaluru, Karnataka 560077",6.0,4.7,No,No,No,Civil engineering company,
KRH & ASSOCIATES,,None Found,9632055172,"No. 698 D, 1st C Main Rd, 1st phase Girinagar, Phase 2, 2nd Phase, Banashankari, Bengaluru, Karnataka 560085",1.0,5.0,No,No,No,Civil engineering company,
Rushika construction,,None Found,8660157669,"Basavan gudi, 5, 1st phase, Nehru Rd, 1st phase Girinagar, Bengaluru, Karnataka 560085",2.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 8am Sun
Dakshith Enterprises,,None Found,8904350386,"90, 1st Cross, BDA Layout, Giri Nagar, Avalahalli, Bangalore, Bengaluru, Karnataka 560085",2.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Thulasi infras,thulasiinfras.in,None Found,9606063032,"14, 14th Main Rd, Giri Nagar, Muneshwara Block, Banashankari, Bengaluru, Karnataka 560026",7.0,5.0,No,No,No,Home builder,
PSD Constructions,psdconstructions.in,None Found,8970518372,"762 Shanti Nilaya 2nd Cross, 15th B Main Rd, 1st Phase Devarayanpalya, Mathikere, Bengaluru, Karnataka 560054",29.0,4.9,No,No,No,General contractor, Opens 10am Mon
Kanchana Associates,,None Found,9844431375,"# 419/E, ""Vanitha Nilaya, 5th Cross Rd, HMT Layout, Mathikere, Bengaluru, Karnataka 560054",3.0,4.3,No,No,No,Home builder,
100Pillars - Turnkey Construction Company,100pillars.in,None Found,7411724473,"#21, 1st Main Rd, RMV Extension, Krishnappa Layout, Nagashetty Halli, R.M.V. 2nd Stage, Bengaluru, Karnataka 560094",87.0,4.4,No,No,No,Home builder,
MM Constructions,mmconstructionblr.com,None Found,9845399002,"246, 3rd Cross Rd, Ayappa Reddy Garden, Gokula 1st Stage, HMT Layout, Mathikere, Bengaluru, Karnataka 560054",1.0,5.0,No,No,No,Construction and maintenance office, Opens 11am Sun
The Handyman service,handymanind.com,None Found,9845316181,"16/2 3rd floor, 10th Cross Rd, Mathikere, Bengaluru, Karnataka 560054",67.0,4.4,No,No,No,Civil engineering company,
MV Consultants and Contractors,,None Found,8951977666,"No:75, 6th Main Rd, above Reddy Stores, VR Layout, Gokula 1st Stage, Mathikere Extension, Mathikere, Bengaluru, Karnataka 560054",4.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 8am Mon
Foursquare Constructions & Interiors,,None Found,9060112532,"No.363/58-3, 1st Floor, 11th Main Rd, 2nd Phase, Gokula 1st Stage, Yeswanthpur, Bengaluru, Karnataka 560022",11.0,4.7,No,No,No,Interior construction contractor,
Discoy construction pvt ltd,discoy.net,None Found,8023416491,"11,2nd Floor, 5th Main Rd, above ice cream parlour, Dollars Colony, R.M.V. 2nd Stage, Bengaluru, Karnataka 560094",133.0,3.8,No,No,No,Real Estate Builders & Construction Company,
V V Builders,vvbuilders.in,None Found,8023479003,"V V Yoga Sourabha,#85/5-1,4th floor,Subedhar chatram Road Opp DCP Traffic Police Station, Yeswanthpur, Bengaluru, Karnataka 560022",47.0,4.9,No,No,No,Real Estate Builders & Construction Company, Closes 12am Mon
T & T ENGINEERS & CONTRACTORS INDIA PVT. LTD.,tandtengineers.com,None Found,8023377157,"Flat No.3 A & L, No.1, Mythri Residency, Pipeline Rd, Yeshwanthpur Industrial Area, Raghavendra Colony, Yeswanthpur, Bengaluru, Karnataka 560022",27.0,4.9,No,No,No,Real Estate Builders & Construction Company,
SUNRISE CONSTRUCTIONS AND INTERIORS,,None Found,7411851963,"79 6th A Cross 1st Main, Samruddhi Nilay, Magadi Main Rd, Kempegowdanagar, Byadarahalli, Bengaluru, Karnataka 560091",6.0,4.7,No,No,No,Interior construction contractor,
Sk civil contractor,buildhealer.com,None Found,9900171657,"No. 36 & 37, 14th cross, Krishnanandanagar, Malagala, Marilingappa Extension, Bengaluru, Karnataka 560091",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Naveen S - Civil Contractor,findlocales.com,None Found,9448035907,"593, 7th Cross Rd, Vidyamanyanagara, Andrahalli, Bengaluru, Karnataka 560091",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
V G Construction & Designs,,None Found,9164494499,"22 prakruthi layout Channenahalli, Bengaluru, Karnataka 562130",2.0,5.0,No,No,No,Civil engineering company, Opens 10am Mon
QTC Ultra Constructions,,None Found,9742393271,"71, 60 Feet Main Rd, D-Group Layout, Srigandada Kaval, Sunkadakatte, Bengaluru, Karnataka 560091",13.0,4.7,No,No,No,Real Estate Builders & Construction Company,
JP Constructions,jpconstructions.co,None Found,9844947214,"Magadi Main Rd, Byadarahalli, Bengaluru, Karnataka 560091",53.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Urban Structures and Closets,urbanstructure.in,None Found,8105316339,"Uttarahalli Main Rd, near KSRTC layout, Gubbalala, Subramanyapura, Bengaluru, Karnataka 560061",14.0,5.0,No,No,No,Civil engineering company, Opens 7am Sun
Dream House Solutions,dreamhousesolutions.in,None Found,9353952899,"Gubbalala Main Rd, Gubbalala, Subramanyapura, Bengaluru, Karnataka 560061",9.0,5.0,No,No,No,Contractor,
THILAK BUILDERS,,None Found,6364204836,"green field 2, No.26, Gubbalala Main Rd, Singapore Gardens and Green Fields, Subramanyapura, Bengaluru, Karnataka 560062",3.0,2.7,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
BuildIT | House construction contractors in Bangalore,buildit.co.in,None Found,9535873248,"Nandadeepa, 1st Floor, No.#637, 1st Cross Rd, RBI Layout, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",65.0,4.7,No,No,No,Real Estate Builders & Construction Company,
Neozone BuildTech,neozonebuildtech.in,None Found,9739906259,"80ft road, Kanakapura Rd, Raghuvanahalli, Bengaluru, Karnataka 560049",30.0,4.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Cornerstone Varthur Gunjur Project,cornerstoneindia.in,None Found,8043335999,"Varthur-Sarjapur Main road, (SH-35),Varthur & Gunjur Villages,Varthur hobli, Bangalore East Taluk",34.0,4.6,No,No,No,Real Estate Builders & Construction Company,
Harish Building Constructions,,None Found,9035773417,"1st cross Road, post, Varthur via, Gunjur Palya Rd, Gunjur Village, Bengaluru, Karnataka 560087",2.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Varaha Constructions,varahaconstructions.in,None Found,9739749526,"WPRX+RQ6, Rajbhavi Rd, Varthur, Bengaluru, Karnataka 560087",4.0,5.0,No,No,No,Real Estate Builders & Construction Company,
GR GROUPS,,None Found,9035349393,"Haralur Main Rd, Lakedew Residency- Phase 2, Lakedew Residency, Haralur, Bengaluru, Karnataka 560068",11.0,5.0,No,No,No,Real Estate Builders & Construction Company,
SAPPHIRE CITY BUILDERS&DEVELOPERS,sapphirecity.in,None Found,9916844335,"No 210, Unit 3 ,1st floor, 80 Feet Rd, near HP petrol bunk, 3rd Block, HBR Layout, Bengaluru, Karnataka 560043",22.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Conceptality Estates and constructions,conceptality.com,None Found,8618934883,"No 4, HBR Layout 2nd Block, BDA Complex, HBR Layout, Bengaluru, Karnataka 560043",27.0,4.9,No,No,No,Contractor, Opens 9:30am Mon
Geethanjali Infra,geethanjaliinfra.com,None Found,7842424344,"Aditya complex, 184/D, 4th floor, Hennur Main Rd, above SBI Bank, Bengaluru, Karnataka 560043",5.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
AS Enterprises Real Estates,,None Found,8970738178,"No 1 / Old No 4A , HBR 4 Block 7 main road, Hennur Main Rd, opp. to Shanimathma Temple, Maruthi Layout, Bengaluru, Karnataka 560043",11.0,5.0,No,No,No,Real Estate Builders & Construction Company,
ProBuild Solutions civil & structural engineers near you in bangalore,634e7b59145dd.site123.me,None Found,6363343306,"992, 1st floor, 80 Feet Rd, above Royal Taste Hotel, HBR Layout 2nd Block, 1st Stage, HBR Layout, Bengaluru, Karnataka 560043",45.0,4.9,No,No,No,Structural engineer, Opens 9am Sun
Daffodil Constructions,,None Found,9945018221,"6th Floor, 329/56/57, 5th Block, HBR Layout 4th Block, Hennur Gardens, Bengaluru, Karnataka 560043",2.0,4.0,No,No,No,Real Estate Builders & Construction Company,
Eco Soham Construction LLP,,None Found,9880089998,"2JMQ+4J9, Byreshwara Layout, Hennur Bande, HBR Layout, Bengaluru, Karnataka 560043",7.0,4.7,No,No,No,Real Estate Builders & Construction Company, Closes 6:30am Sun
DS-MAX Properties Pvt.Ltd,dsmaxproperties.com,None Found,8088121121,"5th Block, H.NO, 1797, 14th Main Rd, Brindavan Nagar, HBR Layout, Bengaluru, Karnataka 560043",18.0,4.1,No,No,No,Real estate developer, Opens 9:30am Mon
Massline Engineers,massline.co.in,None Found,8042133124,"53, 4th Cross, B Sector Near Amrutahalli Police Station, Amrutahalli, Bengaluru, Karnataka 560092",22.0,4.5,No,No,No,Real Estate Builders & Construction Company, Opens 8am Mon
"BSR Infratech India Ltd.,",bsriil.com,None Found,8023623700,"#851, D-Block, 15th Main Rd, near Hebbal, CQAL Layout, Sahakar Nagar, Hebbal Kempapura, Bengaluru, Karnataka 560092",247.0,4.4,No,No,No,Contractor, Opens 9:30am Sun
Jay Jay Constructions,jayjayconstructions.com,None Found,7483742931,"9, 3rd Cross, Sub Road, R.T.Nagar, Kanaka Nagar, Post, Bengaluru, Karnataka 560032",9.0,4.6,No,No,No,Contractor, Opens 9am Mon
SMB Constructions,smbconstructions.com,None Found,8884708080,"Address: #317, 1st main, 4th cross, near Saibaba temple, Chowdeshwari Nagar, Laggere, Bengaluru, Karnataka 560058",28.0,4.9,No,No,No,Real Estate Builders & Construction Company,
PRO Consulting Engineers and Builders,,None Found,9986117907,"#149 , 6th cross, Laggere Main Rd, Sai Nagar, Bengaluru, Karnataka 560086",137.0,5.0,No,No,No,Real Estate Builders & Construction Company,
SVIP Construction,,None Found,9164708973,"No.55, 5th Cross Rd, 6th Block, Gopal Nagar, Venugopal Nagar, HMT Layout, Bengaluru, Karnataka 560073",101.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Aesthetic Heights,,None Found,7259980657,"#20, ""Harini Complex"", 2nd floor 2nd main road, Outer ring road, Laggere Bridge, Bengaluru, Karnataka 560058",20.0,5.0,No,No,No,Civil engineering company, Opens 10am Mon
AP Design & Construction,,None Found,7676861206,"73, 5th Cross Rd, 2nd Stage, Rajagopala Nagar, Peenya, Bengaluru, Karnataka 560058",19.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 8am Mon
SASTHAV CONSTRUCTIONS,sasthav.com,None Found,8880941941,"Telephone Employees Layout, Hegganahalli, Bengaluru, Karnataka 560091",4.0,4.5,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Arnav Build Studio,,None Found,8031003826,"15, 1st Main Rd, Chowdeshwari Nagar, Muniswara Nagar, Laggere, Bengaluru, Karnataka 560058",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Arnav Build Studio,castaconstructions.in,None Found,9071272390,"15, 1st Main Rd, Chowdeshwari Nagar, Muniswara Nagar, Laggere, Bengaluru, Karnataka 560058",10.0,5.0,No,No,No,Civil engineering company,
Vijval balaji interiors & construction,,None Found,9741172329,"76/B, post, near D mart, Hennur Bande, Kalyan Nagar, Bengaluru, Karnataka 560043",20.0,4.8,No,No,No,Interior construction contractor,
A K Enterprises,,None Found,9844028252,"2JJX+563, 4th Cross MM Garden Rd, Babusapalya, Hennur Gardens, Bengaluru, Karnataka 560043",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Manani Projects Pvt. Ltd.,mananiprojects.com,None Found,8880131234,"SAC-933, Service Rd, Babusabpalya, Hennur Gardens, Bengaluru, Karnataka 560043",53.0,3.4,No,No,No,Real Estate Builders & Construction Company,
LCS PROPERTY MASTER & REAL. ESTATET,,None Found,9900385865,"No. 24, Behind canara bank, shaneshwara temple Road, hennur cross, Kalyan Nagar, Bengaluru, Karnataka 560043",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Pathways Group,pathwaysgroup.in,None Found,9844331020,"Byraveshwara Layout, 50, Hennur Bagalur Main Rd, Chikkanna Layout, Kannuru, Bengaluru, Karnataka 562149",18.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Vasu Constructions and Builders - Yelahanka New Town,vasuconstructions.in,None Found,8151908055,"3, Ground Floor, 9th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064",94.0,5.0,No,No,No,Civil engineering company,
Vip Builders And Constructions,vipbuildersandconstructions.com,None Found,6366407779,"338, 5th Cross Rd, Amaravathi Layout, HMT Layout, Prakruthi Layout, Nagasandra, Bengaluru, Karnataka 560073",99.0,4.8,No,No,No,Real Estate Builders & Construction Company,
SGP Construction,,None Found,8861482688,"#510,No-3,12th main road post M.S Ramaiah Enclave, 8th mile, Nagasandra, Bengaluru, Karnataka 560073",4.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Geo Tekniks,geotekniks.com,None Found,9742226642,"1st Main Rd, Chennakeshava Nagar, Hosa Road, Parappana Agrahara, Bengaluru, Karnataka 560100",12.0,4.9,No,No,No,General contractor, Opens 10am Mon
RBN wood poles depot,,None Found,9060990997,"circle, 19, Hosa Rd, munire layout, Naganathapura, Rayasandra, Bengaluru, Karnataka 560100",2.0,4.5,No,No,No,Metal construction company,
Sumadhura Essenza,sumadhuragroup.com,None Found,8431999444,"Chikkathogur Village Begur Hobli, Bangalore South, 41/2 & 41/3, AH45, Electronic City, Bengaluru, Karnataka 560100",312.0,4.4,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Wall Decor Pro | 3D pvc Panel | Wallpaper | Louvers | Charcoal Panel | Interior Decorator | timber tubes,walldecorpro.in,None Found,7411597522,"91, Opposite, Hosa Rd, KSRP Campus, Parappana Agrahara, Bengaluru, Karnataka 560100",100.0,4.8,No,No,No,Interior architect office,
TOD INFRA PRIVATE LIMITED,todinfra.com,None Found,8951531318,"Revenue Layout, metro station, Basapura Main Rd, off Hosur Road, near Hosa Road, Dream Paradise Layout, Aishwarya Crystal Layout, Begur, Bengaluru, Karnataka 560100",9.0,4.4,No,No,No,Real Estate Builders & Construction Company,
GAURAV ENTERPRISES ELECTRICAL & PLUMBING CONTRACTOR,facebook.com,None Found,7782046782,"41/1 6th Cross, Hosa Rd, Shiva Reddy Layout, Naganathapura, Bengaluru, Karnataka 560100",113.0,4.7,No,No,No,Electrician, Opens 8:30am Sun
CHIMERA construction consultancy,,None Found,8970446666,"1st floor Arvindha complex, College Rd, M V Extenstion, Hoskote, Karnataka 562114",64.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
N.s Happy homz constructions,,None Found,9972464049,"No:05, nirmala nilaya, G/f, Kannurahalli Rd, beside VR gokulam apartment, near hoskote, kuppanna layout, Nisarga Layout, Hoskote, Bengaluru, Karnataka 562114",5.0,4.2,No,No,No,Civil engineer, Opens 9am Mon
SATTVIKA INFRATECH,,None Found,9739886880,"1st Main, TG Extension 1st Floor, SCFS Cooperative society building, Hoskote, Karnataka 562114",18.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Bharath Construction Company,,None Found,9845068926,"NH 75, near MVJ Medical College, Hoskote, Karnataka 562114",20.0,4.0,No,No,No,Road Contractor, 12am 
VR BUILDERS AND DEVELOPERS,vrbuildersanddevelopers.in,None Found,9900011279,"No. LIG – 65D, Ground Floor, KHB Colony, Near Hoskote Police Station, Hoskote, Bengaluru",48.0,4.4,No,No,No,Real estate developer,
V M Builder And Devolopers Hoskote,,None Found,9538697071,"# 37 &38 , shri venkatadri complex, behind police station, KHB Colony, Hoskote, Karnataka 562114",5.0,4.8,No,No,No,Contractor, Closes 6am Sun
Shree Lakshmi Nilaya,,None Found,9620209448,"3R93+CJH, Nisarga Layout, Hoskote, Karnataka 562114",6.0,3.5,No,No,No,Home builder,
Multiline Electro Mechanical,multilineem.com,None Found,7550707071,"M.V. Extn, College Rd, near Nandasree Wedding Hall, Hoskote, Karnataka 562114",3.0,5.0,No,No,No,Construction and maintenance office, Opens 9:30am Sun
Elite Construction,,None Found,7200475860,"Sri Nagar, Hosur, Tamil Nadu 635109",420.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Just Construct - Construction made Easy & Affordable,justconstruct.co,None Found,9632054405,"No 26, Wework, Prestige Cube, Laskar, Hosur Rd, Adugodi, Koramangala, Bengaluru, Karnataka 560030",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
lo anie construction,,None Found,7356693494,"S#1, First Floor, Near SBI Veersandra Branch, Veerasandra, Hosur Road, Electronic City Phase 1, Bengaluru, Karnataka 560100",2.0,3.0,No,No,No,Civil engineering company,
Best Construction Company,,None Found,8861448649,"WJMC+FXX, 1st Cross Rd, Srirampuram, 5th Block, Koramangala, Bengaluru, Karnataka 560095",3.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Namma Space,nammaspace.in,None Found,9964443366,"3RD FLOOR, BRM BUILDING, 1B, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",57.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Liam Constructions Pvt Ltd,liamconstructioncompany.com,None Found,6366241804,"1143, 3rd floor, 6th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",10.0,4.5,No,No,No,Real Estate Builders & Construction Company,
Shree Sampadha Group Office,shreesampadhagroup.com,None Found,7996666689,"115, 10th Main Rd, 14th Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",36.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Construction Managers,constructionmanagers.in,None Found,8884666911,"1st Floor, Building, 972, 8th Cross Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",4.0,4.8,No,No,No,Construction and maintenance office, Opens 10am Mon
Buildryt | India's Leading Tech Enabled Construction Company,,None Found,9057474905,"BUILDRYT, 8th cross, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",4.0,4.8,No,No,No,Real Estate Builders & Construction Company,
Subha Builders and Developers,subhabuilders.com,None Found,7816000555,"252, 3rd Floor, VK Pride Building, 14th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",143.0,4.3,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
SJR Prime Corporation Pvt Ltd,primecorp.co,None Found,8040405555,"The Hub Unit 1, Sarjapur - Marathahalli Rd, Bellandur, Bengaluru, Karnataka 560102",425.0,4.0,No,No,No,Real Estate Builders & Construction Company,
Vajram Group (Builders & Developers in Bangalore),vajramgroup.com,None Found,8088998998,"2nd floor, Vajram Esteva Marathahalli-Sarjapur Outer Ring Road, Outer Ring Rd, Devarabisanahalli, Varthur, Bengaluru, Karnataka 560103",109.0,4.5,No,No,No,Real Estate Builders & Construction Company,
Karna Sree Utility Nest,,None Found,7406920360,"72\9 6th Floor,Bellandur Village & Post,Varthur, Hobli, Bengaluru, Karnataka 560103",11.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Facilities And Building Solutions Pvt. Ltd,fabs.co.in,None Found,8041520118,"856, first floor, 5th Cross Rd, Indira Nagar 1st Stage, Indiranagar, Bengaluru, Karnataka 560038",39.0,4.4,No,No,No,Real Estate Builders & Construction Company,
Spectra Constructions Pvt Ltd,spectra.co.in,None Found,9845099933,"Spectra Constructions Pvt. Ltd. No:1312 2nd Floor opp Cauvery School, Link Rd 4, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038",34.0,4.3,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Square Up Construction and Interiors,squareupconstructions.com,None Found,9092409245,"2nd Floor,Suite, No.198, 967, Chinmaya Mission Hospital Rd, Indiranagar, Bengaluru, Karnataka 560038",39.0,4.7,No,No,No,Real Estate Builders & Construction Company, Opens 8am Mon
Rohan Builders (India) Pvt. Ltd.,rohanbuilders.com,None Found,8025203522,"3rd Floor, KP Icon, 1147, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",216.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
JD CORP,jdcorp.in,None Found,8040930900,"896, 4th Cross, 7th Main Rd, HAL 2nd Stage, Bengaluru, Karnataka 560008",10.0,4.7,No,No,No,Civil engineer,
Nirmanika Engineers,,None Found,9591647789,"18 , 2nd floor, 7th Cross Rd, 2nd Stage, LBS Nagar, Indiranagar, Bengaluru, Karnataka 560038",2.0,4.5,No,No,No,Real Estate Builders & Construction Company,
Veratatva LLP,veratatva.com,None Found,8065663540,"b, 1075, 10th Main Rd, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560038",73.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
RREN Consultants and Contractors Pvt Ltd,,None Found,7483405899,"13th cross, 3rd Main Rd, 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038",15.0,4.9,No,No,No,Structural engineer,
Grand Jyothi Construction Private Limited,grandjyothiconstruction.com,None Found,9901037272,"96/1,(Old No.53/A 2nd Floor, SLV Tower 2nd Main Road, 31st Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",33.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Anjani Construction & Consultancy,,None Found,8951444508,"Saptashree Complex, Metro Station, 1/7, Magadi Main Rd, opp. Pillar no.239, 6th Block, Binnipete, Bengaluru, Karnataka 560023",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
P.J BUILD TECH,,None Found,9845663346,"Hosahalli Main Rd, Padarayanapura, Rayapuram, Padarayana Pura, Bengaluru, Karnataka 560026",14.0,4.6,No,No,No,Corporate office,
Kundur Constructions Pvt. Ltd.,kundur.in,None Found,9880024930,"G03, Kundur Park, Jakkur Amruthalli Main Rd, Jakkur Rd, Bengaluru, Karnataka 560064",84.0,4.5,No,No,No,Real Estate Builders & Construction Company,
MITHUNA CONSTRUCTIONS PVT.LTD.,,None Found,9742265306,"150/70, Srirampura Village Main Rd, Phase III, Srirampura, Jakkur, Bengaluru, Karnataka 560064",19.0,4.6,No,No,No,Real Estate Builders & Construction Company, Opens 9:15am Mon
CIVIL GROUP CONSTRUCTIONS,,None Found,8123992645,"194 Kastle Amrut A301 3rd main 5th cross 9th block, Talacauvery Layout, Amrutahalli, Bengaluru, Karnataka 560092",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
S K Lithu Constructions,sklithuconstructions.in,None Found,9986341304,"No 16, Post, near Govt School, Srirampura, Jakkur, Bengaluru, Karnataka 560064",12.0,4.3,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Srinath Constructions-Best Construction Company|Residential Commercial Builders Construction Company in Yelahanka Bangalore,srinathconstructions.in,None Found,9894445121,"114 3rd Main Road, Yalahanka taluk, Airport Road, Hunasamaranahalli, Bengaluru, Karnataka 562157",15.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
NIVAS CONSTRUCTION,nivasconstruction.in,None Found,9742430777,"#19,8th Cross,MS Ramaiah Noth East County, Yelahanka-DB Road, Bengaluru, 560064",21.0,4.7,No,No,No,Real Estate Builders & Construction Company,
Transatlantic Infraprojects Pvt Ltd,tainfra.com,None Found,8030723485,"Amruthahalli Main Rd, Talacauvery Layout, Jakkuru Layout, Byatarayanapura, Bengaluru, Karnataka 560092",78.0,4.1,No,No,No,Real Estate Builders & Construction Company, Opens 8am Sun
Nansu Constructions,,None Found,8105823514,"Maruthi Nagar, Yelahanka, Bengaluru, Karnataka 560064",26.0,5.0,No,No,No,Real Estate Builders & Construction Company,
PM Construction: Best Home Construction Company in Bangalore | Top Builder| Civil Contactor | Building Designer,pmconstruction.co.in,None Found,9844072800,"Patel Pillappa Layout, 87, 5th Cross Rd, Ramachandrapura, Govindayyanapalya, Vidyaranyapura, Bengaluru, Karnataka 560097",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Legacy Infra - Architecture | Construction | Interiors,legacyinfra.in,None Found,7619114281,"No.123, near, 6th Cross, near sapthagiri college, anjanadri layout, shettihalli, Jalahalli West, Bengaluru, Karnataka 560015",10.0,4.8,No,No,No,Real Estate Builders & Construction Company,
SB Builders & infrastructures Pvt. Ltd,,None Found,9845223636,"Ramchandrapura Main Rd, HMT Colony, HMT Estate, Jalahalli, Bengaluru, Karnataka 560013",29.0,4.1,No,No,No,Real Estate Builders & Construction Company,
Professional Architect and Construction,,None Found,7892675087,"1, 4th Cross St, Prakruthi layout, Shriniketh Layout, Singapura, Bengaluru, Karnataka 560097",7.0,4.7,No,No,No,Civil engineering company,
Mudline Constructions - Home Building Contractors,mudlineconstructions.com,None Found,8310376242,"1207, 2nd Floor, Vidyaranyapura Main Rd, BEL Layout 2nd Block, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",13.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Shilpa Group,shilpa.com,None Found,7406328811,"Shilpa Sunshine. 5, 27th Cross Road, 6th Main Rd, Jayanagar 3rd Block, Bengaluru, Karnataka 560011",252.0,4.8,No,No,No,Custom home builder, Opens 9am Sun
Technoart Constructions Private Limited,,None Found,8040737374,"68, 32nd Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",18.0,4.4,No,No,No,Civil engineer,
BK Contractors- House Renovation Services in Bangalore,,None Found,7406858176,"310, 121, 31st B Cross Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041",27.0,4.3,No,No,No,General contractor,
Engineers Innovation Group of Company,eigs.in,None Found,9742743973,"1361, 3rd Floor, Grand Arcade, S End Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",11.0,4.6,No,No,No,Real Estate Builders & Construction Company,
Adiga Constructions Pvt. Ltd.,adigaconstructions.com,None Found,9483335353,"1746, E End A Main Rd, Tilak Nagar, Jayanagar, Bengaluru, Karnataka 560041",25.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Beacon Builders,beaconbuilders.net,None Found,9972225180,"1595, E End Main Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041",2.0,5.0,No,No,No,Custom home builder,
SP Associates,,None Found,9342810250,"127, 12th Cross Rd, Dollar Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",22.0,5.0,No,No,No,Construction and maintenance office,
SRIAMEYA PROJECTS INDIA PVT LTD,sriameya.com,None Found,8026594388,"No:1, Sudharsanamma Arcade, 3rd floor ,, 8th cross, 24th main road , JP nagar 2nd Phase, Bengaluru, Karnataka 560078",14.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Consolidated Construction Consortium Limited (CCCL) Bangalore Regional Office,ccclindia.com,None Found,8025116000,"WH3W+733, 3rd Main Rd, Dollars Colony, Phase 4, J. P. Nagar, Bengaluru, Karnataka 560078",84.0,4.0,No,No,No,Real Estate Builders & Construction Company,
MS Jathin Infra Pvt.Ltd,msjathininfra.com,None Found,8778438472,"No.63, 1st Cross Chengama Raju Layout, behind May Flower Block, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",2.0,5.0,No,No,No,Civil engineering company, Opens 9:30am Mon
LSK PROJECTS PRIVATE LIMITED,lskprojects.in,None Found,8041516621,"#16, Sai Nivas, First Floor, 5th main,, Santrupthi Nagar, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",31.0,3.8,No,No,No,Real Estate Builders & Construction Company,
