Names,Website,Phone Number,Address,Review Count,Average Review Count,Delivery,Type,Opens At
VeVe Constructions Pvt. Ltd.,veveconstructions.in,09972152180,"No. 1332/A, 4th Main Rd, Bharath Nagar, BEL Layout, 2nd Stage, Bharat Nagar, Bengaluru, Karnataka 560091",63.0,5.0,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Behl Construction Company,behlconstruction.com,09343771149,"12 , 3rd Floor, ANUKRITI COMPLEX, Double Rd, B.G, S.LAYOUT, Jakkuru, Bengaluru, Karnataka 560064",39.0,5.0,No,Real Estate Builders & Construction Company,
Building Contractors In Bangalore,,09513874989,"Sambaram College Road Near Ambabhavani temple, Post, Vidyaranyapura, Bengaluru, Karnataka 560097",59.0,4.3,No,Civil engineering company, Opens 9am Sun
KAIROS CONSTRUCTION & TECHNOLOGY,,09886751516,"607, Mysore Rd, ITI Layout 3rd Phase, Phase 3, Nayanda Halli, Bengaluru, Karnataka 560039",9.0,4.4,No,Real Estate Builders & Construction Company,
KK Civil Contractors,kkcivilcontractor.com,08023185426,"#99, 4th Floor, "" K K Arcade, 60 Feet Rd, Chandra Layout, Bengaluru, Karnataka 560040",62.0,4.5,No,Contractor, Opens 11am Sun
VEERA CONSTRUCTIONS,,09663666399,"1565, 5th Cross Road, 17th Main Rd, Mysore Bank Colony, Nagendra Block, Banashankari 1st Stage, Bengaluru, Karnataka 560050",16.0,5.0,No,Civil engineering company, Opens 10am Mon
BlueStarCivil Construction All Type of Work Done,,09844665333,"2 1st Main Road D Street, Mysore Rd, New Guddadahalli, Bengaluru, Karnataka 560026",,,No,Civil engineering company, Opens 9am Mon
"YES Design & Construction I Civil Construction Contractors, Rajajinagar",yesconstructions.com,09739460642,"446, 8th Main Rd, 16th Cross Rd, BEML Layout, Basaveshwar Nagar, Bengaluru, Karnataka 560079",,,No,Real Estate Builders & Construction Company,
NT Constructions,,08073655139,"1869/D, Pipeline Rd, near Balamuri Ganapathi Temple, 2nd Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",44.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Sun
Panchamishree Constructions Pvt Ltd,,08880881222,"No.6, Lakshmiah Reddy Rd, Halasuru, Dodakattappa, Bengaluru, Karnataka 560008",26.0,4.8,No,Civil engineering company,
Feature Constructions,featureconstructions.com,07034830451,"No-19, 3rd Cross Rd, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Bengaluru, Karnataka 560062",14.0,4.8,No,Real Estate Builders & Construction Company,
Royallinks Constructions Bangalore - House Construction Company,royallinks.in,09980643040,"First Floor 3rd Sector, No: 765,16th Main, 22nd Cross Rd, near HSR Club, HSR Layout, Bengaluru, Karnataka 560102",133.0,4.8,No,Real Estate Builders & Construction Company,
Best construction company in bangalore,,09738983290,"2nd Cross, Hidayath Nagar, Lidkar Colony, Kadugondanahalli, Bengaluru, Karnataka 560045",9.0,4.6,No,Real Estate Builders & Construction Company, Opens 8am Mon
Prime Constructions,,09060444488,"HBR Layout Nagawara Main Road, Circle, Nagawara, Bengaluru, Karnataka 560043",1.0,5.0,No,Real Estate Builders & Construction Company,
Karle Infra Pvt. Ltd,karleinfra.com,08067996799,"Hub 2, Karle Town Centre, DadaMastan Layout, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045",211.0,4.3,No,Real Estate Builders & Construction Company, Opens 9am Mon
Civil Contractors In Bangalore,,07760685123,"sulthan Palya Main Road, 64, 4th A Cross Rd, R.T.Nagar, Kanaka Nagar, Post, Bengaluru, Karnataka 560032",21.0,3.9,No,Real Estate Builders & Construction Company, Opens 7am
Aimil Ltd Bangalore,aimil.com,08030080129,"88/1, Naimex house, Outer Ring Rd, Nagawara, Bengaluru, Karnataka 560045",24.0,4.6,No,Civil engineering company,
Zayn builders and contractors,,08618258443,"2JQF+XJH, Nagawara Main Rd, 5th Block, Vyalikaval HBCS Layout, HBR Layout, Bengaluru, Karnataka 560045",1.0,5.0,No,Contractor, Opens 9:30am Mon
Al - Muizzu Consultants & Constructions,,07829492056,"Unnamed Road, Rashad Nagar, Govindapura, Nagawara, Bengaluru, Karnataka 560045",2.0,3.0,No,Civil engineering company,
Behl Construction Company,behlconstruction.com,09343771149,"12 , 3rd Floor, ANUKRITI COMPLEX, Double Rd, B.G, S.LAYOUT, Jakkuru, Bengaluru, Karnataka 560064",19.0,4.2,No,Real Estate Builders & Construction Company,
Abhivruddhi Construction,abhivruddhiconstruction.com,09844724192,"No. 36/11 , Ground Floor, Sahakara Nagar Main Rd, G Block, Bengaluru, Karnataka 560092",94.0,4.6,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Shree manjunath construction services,,07899944559,"476, 476, 5th Main Rd, Coffee Board Layout, Nagavara, Bengaluru, Karnataka 560024",6.0,5.0,No,Waterproofing service,
Vinra Group - Construction | Interior | Real Estate,vinragroup.com,08884898765,"No-34-1 First Floor Promenade, Junction, Meanee Ave Rd, Sindhi Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042",6.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
NCS Construction Engineers & Contractors,,09886690180,"#409,4th floor,Anjandri Enclave, 9th Cross Rd, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka 560096",129.0,4.9,No,Civil engineering company,
Karle Infra Pvt. Ltd,karleinfra.com,08067996799,"Hub 2, Karle Town Centre, DadaMastan Layout, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045",211.0,4.3,No,Real Estate Builders & Construction Company,
Civil Contractors In Bangalore,,07760685123,"sulthan Palya Main Road, 64, 4th A Cross Rd, R.T.Nagar, Kanaka Nagar, Post, Bengaluru, Karnataka 560032",21.0,3.9,No,Real Estate Builders & Construction Company, Opens 7am Sun
Zayn builders and contractors,,08618258443,"2JQF+XJH, Nagawara Main Rd, 5th Block, Vyalikaval HBCS Layout, HBR Layout, Bengaluru, Karnataka 560045",1.0,5.0,No,Contractor, Opens 10am Mon
Abhivruddhi Construction,abhivruddhiconstruction.com,09844724192,"No. 36/11 , Ground Floor, Sahakara Nagar Main Rd, G Block, Bengaluru, Karnataka 560092",19.0,4.6,No,Real Estate Builders & Construction Company,
Vinra Group - Construction | Interior | Real Estate,vinragroup.com,08884898765,"No-34-1 First Floor Promenade, Junction, Meanee Ave Rd, Sindhi Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042",94.0,4.6,No,Real Estate Builders & Construction Company,
Vinra Group - Construction | Interior | Real Estate,vinragroup.com,08884898765,"No-34-1 First Floor Promenade, Junction, Meanee Ave Rd, Sindhi Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042",129.0,4.4,No,Real Estate Builders & Construction Company, Opens 9am Mon
AIHIKA CONSTRUCTIONS,,09902266045,"90, Vidya Sagar Rd, near Shiva Temple Road, Ashwath Nagar, HBR Layout, Bengaluru, Karnataka 560077",129.0,4.4,No,Civil engineering company,
NCS Construction Engineers & Contractors,,09886690180,"#409,4th floor,Anjandri Enclave, 9th Cross Rd, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka 560096",8.0,4.9,No,Civil engineering company,
CUTE HOMES-Engineers & Contractors,cutehomes.net,09148484841,"93, RAGALAYA, First Floor, 2nd Cross Rd, Sonnappa Layout, H A Farm Post, Bhuvaneswari Nagar, Byatarayanapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",53.0,4.9,No,Construction and maintenance office,
Vasu Constructions and Builders - Yelahanka New Town,vasuconstructions.in,08151908055,"3, Ground Floor, 9th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064",94.0,5.0,No,Civil engineering company, Opens 9am Mon
NK Constructions,,09964377447,"Shop No.6, 1st Floor, VRC Complex, 6th Cross, Ananthapura Singanayakanahalli, Post, Yelahanka, Bengaluru, Karnataka 560064",11.0,4.8,No,Real Estate Builders & Construction Company,
Building Contractors In Bangalore,,09513874989,"Sambaram College Road Near Ambabhavani temple, Post, Vidyaranyapura, Bengaluru, Karnataka 560097",12.0,4.3,No,Civil engineering company, Opens 9am Mon
SS wire cut contractors,,09398180841,"4HJF+63Q, Nagenahalli, Bengaluru, Karnataka 560064",1.0,5.0,No,Real Estate Builders & Construction Company,
NCS Construction Engineers & Contractors,,09886690180,"#409,4th floor,Anjandri Enclave, 9th Cross Rd, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka 560096",53.0,4.9,No,Civil engineering company, Opens 9:30am Mon
NIVAS CONSTRUCTION,nivasconstruction.in,09742430777,"#19,8th Cross,MS Ramaiah Noth East County, Yelahanka-DB Road, Bengaluru, 560064",21.0,4.7,No,Real Estate Builders & Construction Company,
NT Constructions,,08073655139,"1869/D, Pipeline Rd, near Balamuri Ganapathi Temple, 2nd Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",26.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am Mon
CUTE HOMES-Engineers & Contractors,cutehomes.net,09148484841,"93, RAGALAYA, First Floor, 2nd Cross Rd, Sonnappa Layout, H A Farm Post, Bhuvaneswari Nagar, Byatarayanapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",97.0,5.0,No,Construction and maintenance office, Opens 9am Sun
Wall Nut Builders,wallnutbuilders.in,09916680792,"maruthi Mandir, 23, 80 Feet Rd, 2nd Block, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar, Bengaluru, Karnataka 560040",131.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am Sun
RK construction,,08197978297,"8/117, Kanakapura Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560082",131.0,4.9,No,Contractor,
Sreekanth Constructions,,08023491980,"No. 322, 3rd Floor, 9th Cross Rd, Saraswathipura, Nandini Layout, Bengaluru, Karnataka 560096",2.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Ramya Constructions,,09448483945,"78, 3rd Cross Rd, Railway Men's Colony, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560096",10.0,4.8,No,Real Estate Builders & Construction Company,
CREATOR DESIGNS AND CONSTRUCTIONS,slvconstructions.com,09663810135,"149/F, 26th Main Rd, Near 560096, BHEL Layout, Sreenivas Nagar, Nandini Layout, Bengaluru, Karnataka 560041",17.0,4.0,No,Real Estate Builders & Construction Company,
Bharatiya Constructions,,06366619619,"3rd Floor, 4th block, No 117/4, 9th Main Rd, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560010",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am
Crafting Your Future: Premanath Contractor and Construction,youtu.be,09980330505,"215 Thana, 4th Cross Rd, near Rajkumar samadhi, 4th Block, Ramakrishna Nagar, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560096",15.0,5.0,No,Contractor,
PRO Consulting Engineers and Builders,,09986117907,"#149 , 6th cross, Laggere Main Rd, Sai Nagar, Bengaluru, Karnataka 560086",137.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
"YES Design & Construction I Civil Construction Contractors, Rajajinagar",yesconstructions.com,09739460642,"446, 8th Main Rd, 16th Cross Rd, BEML Layout, Basaveshwar Nagar, Bengaluru, Karnataka 560079",44.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am
HAMSA BUILDERS & PROMOTERS,,09019921993,"177, 2nd Main 1st Cross, J.B.Kaval, Rajivgandhi Nagar, Nandini Layout, Bengaluru, Karnataka 560096",2.0,5.0,No,Real Estate Builders & Construction Company,
DMR PROPERTIES,,09482536138,"#241, M.N. Complex, 4th Floor, 4th Main Road, 1st Cross Rd, opp. Dr. Rajkumar Punyabhumi, 2nd Block, Nandini Layout, Bengaluru, Karnataka 560096",6.0,4.8,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
V V Builders,vvbuilders.in,08023479003,"V V Yoga Sourabha,#85/5-1,4th floor,Subedhar chatram Road Opp DCP Traffic Police Station, Yeswanthpur, Bengaluru, Karnataka 560022",27.0,4.9,No,Real Estate Builders & Construction Company,
KK Civil Contractors,kkcivilcontractor.com,08023185426,"#99, 4th Floor, "" K K Arcade, 60 Feet Rd, Chandra Layout, Bengaluru, Karnataka 560040",27.0,4.9,No,Contractor, Opens 10am Mon
Oraiyan Groups - Electronic city,oraiyangroups.com,07204521902,"3rd floor ,Neeladri Rd, Doddathoguru Begur hobli, Electronic City, Electronics City Phase 1, Doddathoguru, Bengaluru, Karnataka 560100",16.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
Mahaadeva constructions,mahaadevaconstructions.in,08919427048,"560100, Shikaripalya, Electronic City, Bengaluru, Karnataka 560100",38.0,4.5,No,Real Estate Builders & Construction Company, Opens 9:30am Sun
NAKSHATRA HOME CONSTRUCTION,,08971037060,"678 Dasappa layout Doddanagamangala, Electronic City, Bengaluru, Karnataka 560100",7.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Sun
AGILE BUILDERS,,07892264569,"14th Cross Road, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",2.0,5.0,No,Real Estate Builders & Construction Company,
WeReach Properties - Best Builders in South Bangalore,wereach.in,09902002788,"69, 2nd Main Rd, Tech City Layout, Celebrity Paradise Layout, Doddathoguru, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",12.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Sun
lo anie construction,,07356693494,"S#1, First Floor, Near SBI Veersandra Branch, Veerasandra, Hosur Road, Electronic City Phase 1, Bengaluru, Karnataka 560100",2.0,3.0,No,Civil engineering company, Opens 9am Mon
Unnati Constructions,unnaticonstructions.co.in,08105758304,"No 749, 4th Floor, 10th Main Rd, Vinayaka Layout, 2 Stage, Naagarabhaavi, Bengaluru, Karnataka 560072",31.0,4.9,No,Contractor, Opens 10am
RITEWAY PROJECTS PVT LTD,,08065303333,"#23/1, 2nd Floor, Raj Complex, NGEF Layout, 80 Feet Road, Nagarabhavi, Bengaluru, Karnataka 560072",21.0,4.6,No,Real Estate Builders & Construction Company,
KK Civil Contractors,kkcivilcontractor.com,08023185426,"#99, 4th Floor, "" K K Arcade, 60 Feet Rd, Chandra Layout, Bengaluru, Karnataka 560040",62.0,4.5,No,Contractor, Opens 9:30am
Saartha Constructions and Consultancy,,09945086747,"#220, 2nd A Main Rd, near Bandemaramma temple, Vinayaka Layout, 9th block, Marilingappa Extension, Naagarabhaavi, Bengaluru, Karnataka 560072",12.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
DreamNivas - House Construction company,dreamnivas.in,06363921828,"3, NGEF Main Road, below Raj and Raj Super Mart, opp. Veeranjaneya Temple, Vijay nagar, Stage 2, Naagarabhaavi, Bengaluru, Karnataka 560072",2.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Mon
Tirumala Constructions,,08023183595,"Vinayaka Layout, Govindaraja Nagar Ward, Naagarabhaavi, Bengaluru, Karnataka 560072",30.0,3.6,No,Real Estate Builders & Construction Company, Opens 10am Mon
Sri Guru Raghavendra Constructions,srigururaghavendraconstructions.com,09739138206,"36G , 1st across, 7th Main Rd, Vinayaka Layout, 9th block, Naagarabhaavi, Bengaluru, Karnataka 560072",18.0,4.7,No,Real Estate Builders & Construction Company,
Ellipsoid Constructions,,08023186543,"210, Magadi Main Rd, Govindaraja Nagar Ward, Priyadarshini Layout, Kamakshipalya, Bengaluru, Karnataka 560079",18.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am
Nikhit Construction India Private Limited,,09980725374,"79A, 2 Floor, Metro Station Mysore Road, opp. Nayandahalli, Pantarapalya, Nayanda Halli, Bengaluru, Karnataka 560039",14.0,4.7,No,Civil engineering company, Opens 8am
Sreeganesh Consulting Engineers Contractors - Construction Company,,09844299412,"31 A, 1st Cross, opposite to M K Ahmed Super Market, Apurva Layout, 13th Block, Marilingappa Extension, Annapurneshwari Nagar, Bengaluru, Karnataka 560072",8.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,rightcon.in,09606592959,"403, 8th B Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",28.0,4.9,No,Real Estate Builders & Construction Company, Opens 7am Sun
JAY CONSTRUCTIONS AND CONSULTANTS,jaycc.in,09611028888,"NO 2305, FIRST FLOOR, MIG, 6th B Main Rd, 3rd phase, Yelahanka New Town, Bengaluru, Karnataka 560064",63.0,4.6,No,Real Estate Builders & Construction Company, Opens 8am Mon
AVS PROJECTS,avsprojectsblr.in,09632811597,"No. 285/91, 2nd Cross, Thimmareddy Layout, HAL Old Airport Rd, Murugeshpalya, Bengaluru, Karnataka 560017",30.0,4.9,No,Real Estate Builders & Construction Company,
India Builders Corporation,ibc.co.in,09739002711,"Block Tower B, Diamond District, B9, Corporate, # 150, HAL Old Airport Rd, Bengaluru, Karnataka 560008",48.0,4.6,No,Real Estate Builders & Construction Company, Opens 8:30am Mon
Krishvi Projects Pvt Ltd,krishvi.com,08025354232,"No.2, First Floor, 2, HAL Old Airport Rd, 2nd stage Indiranagar, BDA Colony, Domlur Village, Domlur, Bengaluru, Karnataka 560071",54.0,4.0,No,Real Estate Builders & Construction Company,
Sree Krishna Constructions,sreekrishnagroup.in,08025210232,"1074, 11th Main Rd, 8th - Cross Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008",14.0,4.6,No,Real Estate Builders & Construction Company, Opens 10am Mon
Riyaz's Golden Key Construction,goldenkeyconstruction.in,09986478787,"83, 2nd Floor, G P Plaza, Marathahalli Outer Ring Rd, Bengaluru, Karnataka 560037",11.0,4.5,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Shapoorji Pallonji,,08066213500,"Surya Chambers, 7th Floor, 104, HAL Old Airport Rd, Murugeshpalya, Kaveri Nagar, Bengaluru, Karnataka 560017",348.0,4.2,No,Real estate developer, Opens 9am Mon
RNS Infrastructure Limited,rnsil.com,08042897000,"7th Floor, Naveen Complex, 14, Mahatma Gandhi Rd, Bengaluru, Karnataka 560001",238.0,4.1,No,Real Estate Builders & Construction Company,
Panchamishree Constructions Pvt Ltd,,08880881222,"No.6, Lakshmiah Reddy Rd, Halasuru, Dodakattappa, Bengaluru, Karnataka 560008",14.0,4.8,No,Civil engineering company, Opens 9am Mon
Bulding contractors Painting contractor working,,09986739246,"314/1, 3rd Cross Rd, 7th main, Domlur, Bengaluru, Karnataka 560071",1.0,4.0,No,Civil engineer,
Gina Engineering Company,ginaengineering.com,08861005425,"# 330, Double Road, Next to Bank of Baroda, 1st Stage, Indiranagar,, Bengaluru, Karnataka 560038",199.0,4.3,No,Real Estate Builders & Construction Company, Opens 9am Mon
Civil contractor Bangalore,,09632139901,"24, Near, Prestige Tech Park Rd, Devarabisanahalli, Varthur, Bengaluru, Karnataka 560103",,,No,Civil engineering company, Opens 10am Sun
Archstone Ventures,archstoneventures.in,08867671166,"No. 52/2, Muthappa Reddy Heights, 2nd Floor, Bennigenahalli Old Madras Road, Post, opp. Bata Showroom, Dooravani Nagar, Bengaluru, Karnataka 560016",25.0,4.7,No,Real Estate Builders & Construction Company,
Raaga Constructions,raagagroup.com,09880908508,"493, 5th main, 15th Cross Road, near Indiranagar wood park, Indiranagar, Bengaluru, Karnataka 560038",42.0,4.8,No,Real Estate Builders & Construction Company, Opens 11am Mon
NABTA INFRA PVT LTD,nabtainfra.com,08040975555,"143B, Old Madras Rd, Sakshi Nagar, Pai Layout, Bennigana Halli, Bengaluru, Karnataka 560016",13.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Mon
Facilities And Building Solutions Pvt. Ltd,fabs.co.in,08041520118,"856, first floor, 5th Cross Rd, Indira Nagar 1st Stage, Indiranagar, Bengaluru, Karnataka 560038",39.0,4.4,No,Real Estate Builders & Construction Company, Opens 10am Mon
Vee Engineers and Infrastructurs India Pvt Ltd,,09448287725,"No 42/1, Varsha Avalahalli, Old Madras Rd, near Great International School, Virgonagar, Bengaluru, Karnataka 560049",57.0,4.6,No,Real Estate Builders & Construction Company, Opens 8:30am Mon
VDB Infra & Realty Pvt. Ltd,,08025021500,"842/A, 100 Feet Rd, Indira Nagar 1st Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038",24.0,4.6,No,Real Estate Builders & Construction Company, Opens 9am Mon
LIVING WALLS ENGINEERS,,09606060900,"166b, new, 3rd Cross Rd, Old Baiyyappanahalli, extension, Bengaluru, Karnataka 560007",19.0,4.9,No,Civil engineering company, Opens 9am
Abhinav Projects,,08028513555,"1, Horizon Pai Layout, Old Madras Road, 7th Floor, Old Madras Road, Bengaluru, Karnataka 560016",7.0,3.4,No,Real Estate Builders & Construction Company,
Krishvi Projects Pvt Ltd,krishvi.com,08025354232,"No.2, First Floor, 2, HAL Old Airport Rd, 2nd stage Indiranagar, BDA Colony, Domlur Village, Domlur, Bengaluru, Karnataka 560071",54.0,4.0,No,Real Estate Builders & Construction Company, Opens 12am Mon
Bn Constructions,bnconstructions.in,09916010303,"52, TMN St, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075",54.0,4.8,No,Construction and maintenance office,
CIVIL CONTRACTORS IN BANGALORE,,09164949900,"No-849,1st Floor, 4th Main Road, 12th Cross, Opp.Ashraya PlayHome, Near BDA, Complex, 1st Stage, Indiranagar, Bengaluru, Karnataka 560038",2.0,3.5,No,Real Estate Builders & Construction Company,
Turnkey Construction Engineers,turnkeyce.com,08026600669,"No.39/1, 2nd floor, Sannidhi Rd, NR Colony, Basavanagudi, Bengaluru, Karnataka 560004",9.0,4.7,No,Real Estate Builders & Construction Company, Opens 10am Mon
Pavan Techno Constructions,pavantechnoconstructions.com,09738906052,"161/1, Manjunatha Rd, Thyagaraja Nagar, Basavanagudi, Bengaluru, Karnataka 560028",4.0,4.5,No,Real Estate Builders & Construction Company,
Adishakthi constructions,,09845131262,"no 304 no 1, Suraj Ganga Orchid, 2, Diagonal Rd, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004",1.0,5.0,No,Construction and maintenance office, Opens 7:30am Sun
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,rightcon.in,09606592959,"403, 8th B Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",28.0,4.9,No,Real Estate Builders & Construction Company, Opens 8:30am Mon
Construction Miles,,09731118881,"52, 5th Cross Rd, Hanumanthnagar, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560019",2.0,5.0,No,Construction Material Wholesaler, Opens 9am Mon
SVIP Construction,,09164708973,"No.55, 5th Cross Rd, 6th Block, Gopal Nagar, Venugopal Nagar, HMT Layout, Bengaluru, Karnataka 560073",101.0,4.9,No,Real Estate Builders & Construction Company, Opens 8:30am Sun
Vip Builders And Constructions,vipbuildersandconstructions.com,06366407779,"338, 5th Cross Rd, Amaravathi Layout, HMT Layout, Prakruthi Layout, Nagasandra, Bengaluru, Karnataka 560073",99.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am Mon
CANARA PROJECTS INDIA PVT LTD,canaraprojects.com,09900240449,"B-236, 5th Main Rd, Peenya 2nd Stage, 2nd Stage, Peenya Industrial Area Phase IV, Peenya, Bengaluru, Karnataka 560058",19.0,3.9,No,Real Estate Builders & Construction Company,
AP Design & Construction,,07676861206,"73, 5th Cross Rd, 2nd Stage, Rajagopala Nagar, Peenya, Bengaluru, Karnataka 560058",19.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Mon
CASTA CONSTRUCTIONS,castaconstructions.in,09071272390,"LF 33/5 BMTC QUATERS 5TH MAIN, 96, Nandini Layout, Bengaluru, Karnataka 560096",17.0,5.0,No,Civil engineering company, Opens 9am Sun
Nikitha Build-Tech Private Limited,nikithabuildtech.com,08039990100,"Brigade Rubix, Watch Factory Rd, Phase 1, Peenya, Bengaluru, Karnataka 560022",84.0,3.9,No,Steel construction company,
R K ENGINEERS,,09845737702,"# 12 1st Floor Ladou Bai Sumudaya Bhavana 1st Main Laggire Bangalore, Bengaluru, Karnataka 560058",2.0,4.0,No,Real Estate Builders & Construction Company, Opens 10am Mon
STRUCTWEL DESIGNERS & CONSULTANTS PVT LTD,structwel.com,08028364802,"Plot No. 460/B, 4th Phase NTTF Circle, behind Abhimanni Fuel Station, Peenya, Bengaluru, Karnataka 560058",64.0,4.1,No,Civil engineering company, 12am 
CREATIVE CONSTRUCTIONS,,09731154920,"#32/1, 4th Cross 5th Main, Babanna Layout, Mallasandra, T. Dasarahalli, Bengaluru, Karnataka 560057",13.0,4.7,No,Contractor, Opens 10am Mon
shikhar builders and contractors,shikharbuilders.co.in,07892675775,"206/B, 7th Cross Rd, 1st N Block, Rajajinagar, Bengaluru, Karnataka 560010",26.0,4.9,No,Real Estate Builders & Construction Company,
Civilcon Infra,,08023421554,"57th Cross Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010",25.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am Sun
Rao Constructions and Builders,,09980570842,"107/2, 1st Cross Rd, opposite Navrang Theater, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",18.0,4.6,No,Real Estate Builders & Construction Company, Opens 10am Sun
Sri Sai Construction,,07022520386,"540 D ,42nd cross, 3rd Main Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010",10.0,4.8,No,Real Estate Builders & Construction Company,
"YES Design & Construction I Civil Construction Contractors, Rajajinagar",yesconstructions.com,09739460642,"446, 8th Main Rd, 16th Cross Rd, BEML Layout, Basaveshwar Nagar, Bengaluru, Karnataka 560079",44.0,5.0,No,Real Estate Builders & Construction Company, Opens 8am Mon
Nava Nakshatra Homes Private Limited,nnhomes.in,09880865041,"Golden House, 1697/36, 1st floor, Dr Rajkumar Rd, near ICICI Bank, Rajajinagar, Bengaluru, Karnataka 560021",83.0,4.5,No,Real Estate Builders & Construction Company,
Preethi Engineering & Associates,preethiengg.net,09845752064,"190, 17th Main, 49th Cross Rd, 3rd Block, Rajajinagar, Bengaluru, Karnataka 560010",18.0,4.6,No,Real Estate Builders & Construction Company, Opens 9am Mon
Oneness Infratech,oitech.co.in,08041141611,"No. 9, 9, 59th Cross Rd, Rajajinagar 3rd Block, 5th Block, 3rd Block, Rajajinagar, Bengaluru, Karnataka 560010",33.0,4.8,No,Civil engineering company,
B.S. Constructions,bsconstructions.in,08023424088,"No. 173/A, 14th Cross Rd, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",9.0,5.0,No,Real Estate Builders & Construction Company,
Ultra Max Services India Pvt Ltd,ultramaxindia.com,09148452505,"1723/D 2nd Floor, Mahakavi Kuvempu Rd, 2nd Block, 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560010",196.0,4.6,No,Real Estate Builders & Construction Company, Opens 10am Mon
IBIS ASSOCIATES,,07795529626,"2969 2nd stage 13th main, Community Hall Rd, Mariyappanapalya, Rajajinagar, Bengaluru, Karnataka 560021",66.0,4.9,No,Real Estate Builders & Construction Company,
Sr Construction,srconstructions.in,09845397866,"1223, 15th Cross, 19th Main, Near-Ananya Hospital, Rajaji Nagar, Bengaluru, Karnataka 560010",2.0,2.5,No,Real Estate Builders & Construction Company, Opens 9am Sun
SVS Engineers and Architecture,svsengineers.in,09060630463,"1723/D, Mahakavi Kuvempu Rd, D-Block, 2nd Block, Mariappanapalya, Rajajinagar, Bengaluru, Karnataka 560010",74.0,4.7,No,Architect,
Unique Constructions,uniqueconstructions.info,09980977663,"4, 34, 11th Cross Rd, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",5.0,4.2,No,Real Estate Builders & Construction Company, Opens 9am Mon
